BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2,9000,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,500,0,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2,27500,1000,4,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,16000,850,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,12000,400,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,75000,2400,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,20000,1200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7000,500,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,11000,550,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,13500,450,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1,17000,430,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,55000,2430,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,13000,500,4,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,11000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,16000,805,5,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,23500,950,6,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8500,1000,1,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Agent
3,30000,1350,14,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
3,22000,1500,2,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,15000,1000,1,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
3,15000,800,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,10000,1000,0,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2,12500,800,2,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
3,24000,1550,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2,32000,1000,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,19000,800,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,9000,700,0,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2,5500,500,7,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1,15000,500,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,14000,900,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,27000,1200,2,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2,14000,1000,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,43000,1680,4,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2,30000,1100,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2,50000,1200,1,Carpet Area,Bangalore,Furnished,Bachelors,1,Contact Agent
1,15000,900,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,1600,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,25500,1475,4,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
1,6000,300,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,10000,550,1,Super Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
1,15000,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,5000,500,1,Super Area,Bangalore,Unfurnished,Family,1,Contact Owner
3,17000,1200,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2,14000,1300,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,35000,2100,1,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2,35000,800,9,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,16000,800,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
4,130000,4341,9,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,35000,1300,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,10000,400,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12000,800,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,10500,1000,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,8000,400,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,1100,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2,25000,1200,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,9000,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,30000,1700,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,22000,846,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,14000,1100,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,12000,700,1,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
2,10000,110,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
3,25000,900,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,25000,420,17,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2,16000,800,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,60000,1500,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1,7000,900,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,21000,1600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
4,250000,5700,24,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,19000,625,2,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent
4,42500,1760,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner
2,11000,600,0,Super Area,Bangalore,Furnished,Bachelors,1,Contact Owner
2,18000,1200,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,4300,300,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,9000,900,2,Super Area,Bangalore,Furnished,Family,1,Contact Owner
1,7000,450,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,1050,2,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1,4800,580,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,600,0,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1,18000,550,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,22500,1115,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9500,300,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12000,1200,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9000,900,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
3,25000,1400,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,9000,400,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,11000,900,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,12500,500,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,21000,1360,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,17681,1110,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,28000,2400,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,30000,1700,19,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,25000,980,17,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,13000,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,8000,200,2,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
3,35000,1300,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,8000,750,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,850,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,11500,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
4,140000,3100,9,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent
2,6000,660,2,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2,11000,600,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,4000,250,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,14000,1200,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,24000,630,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,11000,840,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,10000,500,Upper,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,62000,1680,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2,12000,775,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,18000,1000,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,17500,900,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,6500,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,16000,550,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
3,30000,1250,15,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,28000,850,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,6500,150,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,9000,445,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,8500,500,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,20000,750,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,26000,2000,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,8000,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,8500,730,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12500,750,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,8000,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,52000,2710,4,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,18000,1190,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
1,15000,435,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,12000,750,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
3,100000,1800,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,6000,1200,3,Carpet Area,Bangalore,Furnished,Bachelors,1,Contact Owner
2,12000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,6500,450,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,13500,1100,3,Super Area,Bangalore,Unfurnished,Family,3,Contact Owner
1,10000,700,1,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2,8500,650,8,Carpet Area,Bangalore,Furnished,Family,2,Contact Owner
3,32000,1768,8,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent
3,42000,1600,3,Carpet Area,Bangalore,Semi-Furnished,Family,3,Contact Agent
1,7500,400,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,16000,1200,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,5000,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,14000,700,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
4,60000,2500,1,Super Area,Bangalore,Semi-Furnished,Family,4,Contact Owner
1,8500,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,10000,500,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,8500,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2,15000,1280,0,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,9500,200,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,25000,750,4,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent
2,14000,900,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,20000,1200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,10000,800,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,10000,500,2,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2,13000,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,13000,850,Lower,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
2,24000,900,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,10000,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,8000,600,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,6000,600,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,21000,1250,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,2000,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,8500,532,1,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2,13000,1000,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,5000,150,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,7500,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,13900,600,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,15000,1100,3,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Owner
3,30000,1500,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,13000,500,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1,7700,600,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,25000,1200,5,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,17000,1100,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,39000,1550,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,18000,1050,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,15000,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,28000,1500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,17500,1150,3,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
4,75000,2000,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2,14000,110,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,9000,500,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,20000,1465,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,940,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,850,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,24000,990,14,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,12000,750,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,10000,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,24000,1430,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,9000,600,3,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner
2,12000,900,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,11000,1100,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,15000,900,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5500,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18000,1000,0,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
2,42000,1150,2,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Agent
2,18000,1250,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,15000,1000,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,6000,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,30000,2000,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,850,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,10000,990,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9500,850,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
2,16000,1000,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9500,650,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,6500,400,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,13500,1000,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,25000,1350,12,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,9500,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
4,190000,4000,0,Super Area,Bangalore,Furnished,Bachelors/Family,5,Contact Owner
2,90000,950,4,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,24000,777,4,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
3,15000,1200,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,22000,1600,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
3,34000,1500,14,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,12500,570,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,28000,1800,18,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,12000,1100,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,8000,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
1,7500,750,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,34000,1400,5,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Agent
3,32000,1789,8,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent
2,14500,650,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,16000,1200,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7500,460,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,7500,500,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,19500,1080,0,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
3,75000,2000,1,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Agent
2,16500,1100,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,14500,1025,8,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2,16000,650,0,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,8000,800,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,280000,2800,6,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2,21000,1100,3,Carpet Area,Bangalore,Furnished,Bachelors,2,Contact Agent
3,30000,1300,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
3,65000,2000,3,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
3,180000,2500,4,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2,10000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,630,3,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,9000,550,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,22000,1025,3,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1,10000,500,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
3,48000,1286,8,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1,11000,800,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,11000,900,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,40000,1618,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,10000,500,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,6500,450,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18000,850,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,22000,1374,0,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
3,28000,1600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,6200,400,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,110000,1500,6,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2,5500,800,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,50000,1580,3,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent
2,12000,700,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,11500,700,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,16000,550,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,11000,450,4,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
4,150000,4550,3,Super Area,Bangalore,Semi-Furnished,Family,5,Contact Agent
1,9000,400,1,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1,6000,650,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,12000,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,16000,1333,2,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
3,35000,1500,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,9000,425,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,8000,300,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,13500,650,2,Carpet Area,Bangalore,Unfurnished,Family,2,Contact Owner
2,14000,800,0,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
2,14000,1200,2,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1,4700,500,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,17000,1000,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,11000,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,12000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,30000,1875,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,12000,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,21000,1300,3,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
1,6000,350,3,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,18500,900,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,4750,200,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,17600,1000,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
3,35000,1700,10,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,8000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,7000,650,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,15000,750,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,30000,1750,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
3,100000,1950,3,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,18000,1065,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,8000,600,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,9000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,6000,500,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,7500,600,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,15000,600,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent
2,10000,900,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,14000,500,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7000,600,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,60000,1710,6,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
1,6000,600,3,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner
3,17000,1100,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,15000,920,4,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,8200,750,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
